t_frame,t_time,t_opcode,t_handle,t_value,r_frame,r_time,r_opcode,r_handle,r_value,dt
12933,88626.190481,WRITE_CMD,0x0026,00000900017000010371011c640001036500040000000a67000101690106121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222c4017b22616374696f6e223a2273797374656d222c2264617461223a7b22616374696f6e223a226e6f746966795f73746174656d656e745f6368616e6765222c2274797065223a22707269766163795f61677265656d656e74222c2276616c7565223a5b7b22706b67223a312c22737461747573223a747275657d2c7b22706b67223a322c22737461747573223a747275657d2c7b22706b67223a332c22737461747573223a747275657d2c7b22706b67223a342c22737461747573223a747275657d5d7d7d30166d000101,12937,88626.212904,NOTIFY,0x0026,00000900017000010371016a6400010365000400000009670001006d000101690154121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e636865722297027b226465766963655f696e666f223a7b226465766963655f6e616d65223a224d5956552044434231222c2273797374656d5f6d6f6465223a2258474130313043222c226272616e64223a22222c2273657269616c5f6e756d626572223a2231303031313830323433553030303957222c22776966695f6d6163223a2230303a30303a30303a30303a30303a3030222c22626c7565746f6f74685f61646472223a2232433a36463a34453a30303a44433a4231222c22746f74616c5f73746f72616765223a22222c22617661696c61626c655f73746f72616765223a22222c22726f6d5f76657273696f6e223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d7d3006,0.022423
12934,88626.206163,WRITE_CMD,0x0026,000009000170000103710018640001036500040000000b6700010169000220086d000101,12937,88626.212904,NOTIFY,0x0026,00000900017000010371016a6400010365000400000009670001006d000101690154121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e636865722297027b226465766963655f696e666f223a7b226465766963655f6e616d65223a224d5956552044434231222c2273797374656d5f6d6f6465223a2258474130313043222c226272616e64223a22222c2273657269616c5f6e756d626572223a2231303031313830323433553030303957222c22776966695f6d6163223a2230303a30303a30303a30303a30303a3030222c22626c7565746f6f74685f61646472223a2232433a36463a34453a30303a44433a4231222c22746f74616c5f73746f72616765223a22222c22617661696c61626c655f73746f72616765223a22222c22726f6d5f76657273696f6e223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d7d3006,0.006741
12941,88626.227624,WRITE_CMD,0x0026,0000090001700001037100a5640001036500040000000c6700010169008f121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572224e7b22616374696f6e223a2273797374656d222c2264617461223a7b22616374696f6e223a227365745f686561725f696d706169726d656e745f6d6f6465222c2276616c7565223a66616c73657d7d30176d000101,12945,88626.254129,NOTIFY,0x0026,00000900017000010371000b6400010465000400000004,0.026505
12942,88626.239009,WRITE_CMD,0x0026,0000090001700001037100cc640001036500040000000d670001016900b6121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222757b22616374696f6e223a2273797374656d5f6163636f756e74222c2264617461223a7b226163636f756e744964223a2231333034313933323133222c22616374696f6e223a226163636f756e745f7374617465222c226163746976655f74696d65223a2230222c2276616c7565223a747275657d7d30186d000101,12945,88626.254129,NOTIFY,0x0026,00000900017000010371000b6400010465000400000004,0.015120
12943,88626.249067,WRITE_CMD,0x0026,0000090001700001037100c0640001036500040000000e670001016900aa121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222697b22616374696f6e223a22666561747572655f6c697374222c2264617461223a7b226665617475726573223a5b22617564696f5f6d756c7469222c2273637265656e6f66665f74696d655f657874656e64225d2c2276657273696f6e223a22322e34302e3531227d7d30196d000101,12945,88626.254129,NOTIFY,0x0026,00000900017000010371000b6400010465000400000004,0.005062
12947,88626.257505,WRITE_CMD,0x0026,0000090001700001037100b2640001036500040000000f6700010169009c121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572225b7b2264617461223a7b22616374696f6e223a227365745f7374616e6462795f706f736974696f6e222c2276616c7565223a7b227374616e6462795f706f736974696f6e223a347d7d2c22616374696f6e223a2273797374656d227d301a6d000101,12954,88626.300063,NOTIFY,0x0026,00000900017000010371000b6400010465000400000006,0.042558
12949,88626.26776,WRITE_CMD,0x0026,00000900017000010371008f6400010365000400000010670001016900791214636f6d2e75707570686f6e652e61722e746963691a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222437b22616374696f6e223a2274696369222c2264617461223a7b22616374696f6e223a22636865636b5f746963695f7374617465222c2276616c7565223a227b7d227d7d301b6d000101,12954,88626.300063,NOTIFY,0x0026,00000900017000010371000b6400010465000400000006,0.032303
12951,88626.278226,WRITE_CMD,0x0026,0000090001700001037101976400010365000400000011670001016901811219636f6d2e75707570686f6e652e61692e617373697374616e741a19636f6d2e75707570686f6e652e61692e617373697374616e7422c6027b22636f6465223a322c227061796c6f6164223a7b2268617357616b657570566f6963655072696e74223a66616c73652c226973417372526573756c7453637265656e456e61626c65223a747275652c2269734368617447707443617264446973706c6179456e61626c65223a747275652c22697343686174477074545453506c6179456e61626c65223a747275652c226973436f6e74696e756f75734469616c6f677565456e61626c65223a66616c73652c2269734c6f77506f77657257616b657570456e61626c65223a747275652c2269734c6f77506f77657257616b65757053637265656e4f6666456e61626c65223a66616c73652c2269734e6574776f726b417661696c61626c65223a747275652c22697357616b657570566f6963655265636f7264696e67223a66616c73652c2274747354696d62726556616c7565223a307d7d301c6d000101,12954,88626.300063,NOTIFY,0x0026,00000900017000010371000b6400010465000400000006,0.021837
12952,88626.285225,WRITE_CMD,0x0026,0000090001700001037100866400010365000400000012670001016900701219636f6d2e75707570686f6e652e61692e617373697374616e741a19636f6d2e75707570686f6e652e61692e617373697374616e7422367b22636f6465223a3130372c227061796c6f6164223a7b22636f6e74726f6c223a342c2269734f66666c696e65223a66616c73657d7d301d6d000101,12954,88626.300063,NOTIFY,0x0026,00000900017000010371000b6400010465000400000006,0.014838
12953,88626.294574,WRITE_CMD,0x0026,0000090001700001037100b064000103650004000000136700010169009a121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572225e7b22616374696f6e223a2253796e634f666653657454696d65222c2264617461223a7b2273796e6354696d6544617461223a2231373636383935373738343233222c2274696d655a6f6e654f6666536574223a2d31383030303030307d7d301e6d000101,12954,88626.300063,NOTIFY,0x0026,00000900017000010371000b6400010465000400000006,0.005489
12956,88626.304808,WRITE_CMD,0x0026,00000900017000010371008d640001036500040000001467000101690077121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222367b22616374696f6e223a2273797374656d222c2264617461223a7b22616374696f6e223a226765745f6272696768746e657373227d7d301f6d000101,12958,88626.30634,NOTIFY,0x0026,00000900017000010371000b6400010465000400000008,0.001532
12963,88626.316537,WRITE_CMD,0x0026,00000900017000010371009564000103650004000000156700010169007f121f636f6d2e75707570686f6e652e737461722e6c61756e636865722e696e746c1a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572223e7b22616374696f6e223a2273797374656d222c2264617461223a7b22616374696f6e223a226765745f766f6c756d655f73747265616d5f74797065227d7d30206d000101,12966,88626.349812,NOTIFY,0x0026,00000900017000010371000b640001046500040000000b,0.033275
12964,88626.326437,WRITE_CMD,0x0026,0000090001700001037100ac6400010365000400000016670001006900961227636f6d2e75707570686f6e652e61722e7472616e736c6174696f6e2e70686f6e652e6561726c791a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572224d7b2264617461223a7b22616374696f6e223a2274656c6570686f6e655f6e6f74696669636174696f6e222c22737461747573223a307d2c22616374696f6e223a227472616e736c61746f72227d30216d000101,12966,88626.349812,NOTIFY,0x0026,00000900017000010371000b640001046500040000000b,0.023375
12976,88626.364778,WRITE_CMD,0x0026,000009000170000103710098640001036500040000001767000100690082121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222467b22616374696f6e223a226169725f6f7461222c2264617461223a7b22616374696f6e223a226765745f6169725f676c6173735f696e666f222c2276616c7565223a22227d7d30226d000101,12978,88626.367985,NOTIFY,0x0026,000008001c00017000010371387b640001036500040000000b670001006d000101693865121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222a8707b22616374696f6e223a226576656e745f747261636b696e67222c2264617461223a7b22616374696f6e223a2273796e635f676c6173735f6576656e74222c2276616c7565223a5b7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383230363338303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a2273797374656d5f737461747573222c225f6576656e745f617474725f76616c75655f223a7b22737461747573223a312c2274696d65223a2231322d32372031353a33303a33382e383632227d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652,0.003207
12982,88626.372668,WRITE_CMD,0x0026,0000090001700001037100b064000103650004000000186700010169009a121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572225e7b22616374696f6e223a2253796e634f666653657454696d65222c2264617461223a7b2273796e6354696d6544617461223a2231373636383935373738353931222c2274696d655a6f6e654f6666536574223a2d31383030303030307d7d30236d000101,12987,88626.376891,NOTIFY,0x0026,02006563745f7374617465223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383230363431303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a226b65795f6576656e74222c225f6576656e745f617474725f76616c75655f223a7b226b65795f636f6465223a22323130222c22646f776e5f6f725f7570223a312c226b65795f6576656e745f73656e646572223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c,0.004223
12985,88626.37656,WRITE_CMD,0x0026,0000090001700001037100ac6400010365000400000019670001006900961227636f6d2e75707570686f6e652e61722e7472616e736c6174696f6e2e70686f6e652e6561726c791a1a636f6d2e75707570686f6e652e737461722e6c61756e63686572224d7b2264617461223a7b22616374696f6e223a2274656c6570686f6e655f6e6f74696669636174696f6e222c22737461747573223a307d2c22616374696f6e223a227472616e736c61746f72227d30246d000101,12987,88626.376891,NOTIFY,0x0026,02006563745f7374617465223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383230363431303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a226b65795f6576656e74222c225f6576656e745f617474725f76616c75655f223a7b226b65795f636f6465223a22323130222c22646f776e5f6f725f7570223a312c226b65795f6576656e745f73656e646572223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c,0.000331
12990,88626.381741,WRITE_CMD,0x0026,000009000170000103710197640001036500040000001a670001016901811219636f6d2e75707570686f6e652e61692e617373697374616e741a19636f6d2e75707570686f6e652e61692e617373697374616e7422c6027b22636f6465223a322c227061796c6f6164223a7b2268617357616b657570566f6963655072696e74223a66616c73652c226973417372526573756c7453637265656e456e61626c65223a747275652c2269734368617447707443617264446973706c6179456e61626c65223a747275652c22697343686174477074545453506c6179456e61626c65223a747275652c226973436f6e74696e756f75734469616c6f677565456e61626c65223a66616c73652c2269734c6f77506f77657257616b657570456e61626c65223a747275652c2269734c6f77506f77657257616b65757053637265656e4f6666456e61626c65223a66616c73652c2269734e6574776f726b417661696c61626c65223a747275652c22697357616b657570566f6963655265636f7264696e67223a66616c73652c2274747354696d62726556616c7565223a307d7d30256d000101,12993,88626.385897,NOTIFY,0x0026,0300796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383230363432303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a226b65795f6576656e74222c225f6576656e745f617474725f76616c75655f223a7b226b65795f636f6465223a22323130222c22646f776e5f6f725f7570223a312c226b65795f6576656e745f73656e646572223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383230363432303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a226b65795f6576656e74222c225f6576656e745f617474,0.004156
13163,88627.781102,WRITE_CMD,0x0026,0000090001700001037100bd640001036500040000001c670001016900a7121c636f6d2e75707570686f6e652e78722e696e746572636f6e6e6563741a1c636f6d2e75707570686f6e652e78722e696e746572636f6e6e65637422677b2264617461223a5b5b312c22696e666f3a6465766963652f3263366634653030646362312f636f6e6e656374696f6e4c6576656c222c5b332c305d5d2c5b312c22696e666f3a706565722f76657273696f6e222c5b332c385d5d5d2c2274797065223a31357d30276d000101,13165,88628.153746,NOTIFY,0x0023,000009100a064e23ffb190d310461a0421910000,0.372644
13193,88628.233085,WRITE_CMD,0x0026,000009000170000103710098640001036500040000001d67000100690082121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222467b22616374696f6e223a226169725f6f7461222c2264617461223a7b22616374696f6e223a226765745f6169725f676c6173735f696e666f222c2276616c7565223a22227d7d30286d000101,13195,88628.233773,NOTIFY,0x0026,0300332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383636393734303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a226169725f7374617272796e65745f6274222c225f6576656e745f617474725f76616c75655f223a7b227374617272796e65745f626f6e645f636f6e6e6563745f7374617465223a317d2c225f696f745f6465766963655f69645f223a2261303135633762356565356434373633313035343361656230643432633936376236363662643161626439326432623230313837323938316165316363623066222c225f696f745f6465766963655f6d6f64656c5f223a2258474130313043222c225f696f745f6465766963655f726f6d5f223a22466c796d6520585220312e302e31312e35332e32303234313132365f4169725f696e746c5f4652227d2c7b225f64656275675f223a66616c73652c225f6576656e745f74696d655f223a2231373636383636393734303030222c225f6576656e745f747970655f223a22616374696f6e5f78222c225f6576656e745f6e616d655f223a227374617272796e65745f646576696365735f7265636f6e6e656374222c225f6576656e745f617474725f76616c75655f223a,0.000688
13269,88628.597411,WRITE_CMD,0x0026,0100686561725f696d706169726d656e745f6d6f6465223a66616c73657d2c7b227365745f6170705f666173745f6f70656e223a22636f6d2e75707570686f6e652e61722e7265636f72646572227d2c7b227365745f6d757369635f74705f636f6e74726f6c5f6d6f6465223a66616c73657d2c7b227365745f666f6e745f6d6f6465223a317d2c7b227365745f776561725f646574656374696f6e5f6d6f6465223a66616c73657d5d7d2c22616374696f6e223a2273797374656d227d30296d000101,13273,88629.389699,NOTIFY,0x0023,000009100a064e23ffb190d31049,0.792288
13280,88629.442031,WRITE_CMD,0x0026,00000800010002080c1a0c65336632623763306134336322e7047b226162696c697479223a5b226162696c69747952656c6179222c226162696c69747952656c6179427970617373222c226162696c697479416972222c226162696c6974795368617265225d2c226162696c69747941747472696275746573223a7b226162696c69747941747472696275746573223a7b226162696c69747952656c6179223a227b5c2261677265656d656e74547970655c223a302c5c226a736f6e5c223a5c227b5c5c5c226973537570706f72744d617070696e675c5c5c223a66616c73652c5c5c5c226d657461496e666f5c5c5c223a5b5d2c5c5c5c226d6574614d61705c5c5c223a7b7d7d5c222c5c22737570706f7274546c765c223a747275657d222c226162696c697479416972223a227b5c2261677265656d656e74547970655c223a302c5c226a736f6e5c223a5c227b5c5c5c226169724d617070696e675c5c5c223a7b5c5c5c22315c5c5c223a5c5c5c22636f6d2e75707570686f6e652e737461722e6c61756e636865725c5c5c222c5c5c5c22325c5c5c223a5c5c5c22636f6d2e75707570686f6e652e7468616e6f732e73646b5f746573745c5c5c227d7d5c222c5c22737570706f7274546c765c223a747275657d227d7d2c2261677265656d656e7454797065223a302c226465766963654964223a22653366,13283,88629.53446,NOTIFY,0x0026,0000090001700001037100a46400010365000400000015670001006d00010169008e121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222527b22616374696f6e223a2273797374656d5f676c6173735f616374697665222c2264617461223a7b22616374696f6e223a227265715f6163746976655f7374617465222c2276616c7565223a747275657d7d3011,0.092429
13281,88629.455394,WRITE_CMD,0x0026,0100326237633061343363222c226465766963654e616d65223a22506978656c20392050726f222c2273657373696f6e223a2237363937222c22737570706f7274546c76223a747275652c22737570706f72745669727475616c223a66616c73652c2276657273696f6e223a22322e34302e3531222c22776569676874223a3231313332317d3a03312e324a1774696d657374616d702d3137363638393537383136363160aa8ac899b633,13283,88629.53446,NOTIFY,0x0026,0000090001700001037100a46400010365000400000015670001006d00010169008e121a636f6d2e75707570686f6e652e737461722e6c61756e636865721a1a636f6d2e75707570686f6e652e737461722e6c61756e6368657222527b22616374696f6e223a2273797374656d5f676c6173735f616374697665222c2264617461223a7b22616374696f6e223a227265715f6163746976655f7374617465222c2276616c7565223a747275657d7d3011,0.079066
